ΔE P
0.021 	0.006 
0.039 	0.012 
0.050 	0.018 
0.057 	0.024 
0.063 	0.030 
0.067 	0.035 
0.071 	0.041 
0.075 	0.047 
0.078 	0.053 
0.081 	0.059 
0.083 	0.064 
0.085 	0.070 
0.088 	0.076 
0.089 	0.081 
0.091 	0.087 
0.093 	0.092 
0.094 	0.098 
0.096 	0.103 
0.097 	0.109 
0.099 	0.114 
0.100 	0.120 
0.101 	0.125 
0.102 	0.130 
0.103 	0.136 
0.104 	0.141 
0.105 	0.146 
0.106 	0.151 
0.107 	0.157 
0.108 	0.162 
0.109 	0.167 
0.110 	0.172 
0.111 	0.177 
0.112 	0.182 
0.112 	0.187 
0.113 	0.192 
0.114 	0.197 
0.115 	0.202 
0.115 	0.207 
0.116 	0.212 
0.117 	0.217 
0.117 	0.222 
0.118 	0.227 
0.119 	0.232 
0.119 	0.237 
0.120 	0.241 
0.120 	0.246 
0.121 	0.251 
0.121 	0.256 
0.122 	0.260 
0.122 	0.265 
0.123 	0.270 
0.123 	0.274 
0.124 	0.279 
0.124 	0.283 
0.125 	0.288 
0.125 	0.292 
0.126 	0.297 
0.126 	0.301 
0.127 	0.306 
0.127 	0.310 
0.128 	0.315 
0.128 	0.319 
0.128 	0.323 
0.129 	0.328 
0.129 	0.332 
0.130 	0.336 
0.130 	0.340 
0.130 	0.345 
0.131 	0.349 
0.131 	0.353 
0.131 	0.357 
0.132 	0.361 
0.132 	0.365 
0.133 	0.370 
0.133 	0.374 
0.133 	0.378 
0.134 	0.382 
0.134 	0.386 
0.134 	0.390 
0.135 	0.394 
0.135 	0.398 
0.135 	0.402 
0.136 	0.405 
0.136 	0.409 
0.136 	0.413 
0.136 	0.417 
0.137 	0.421 
0.137 	0.425 
0.137 	0.428 
0.138 	0.432 
0.138 	0.436 
0.138 	0.440 
0.138 	0.443 
0.139 	0.447 
0.139 	0.451 
0.139 	0.454 
0.140 	0.458 
0.140 	0.461 
0.140 	0.465 
0.140 	0.469 
0.141 	0.472 
0.141 	0.476 
0.141 	0.479 
0.141 	0.483 
0.142 	0.486 
0.142 	0.489 
0.142 	0.493 
0.142 	0.496 
0.143 	0.500 
0.143 	0.503 
0.143 	0.506 
0.143 	0.510 
0.144 	0.513 
0.144 	0.516 
0.144 	0.520 
0.144 	0.523 
0.144 	0.526 
0.145 	0.529 
0.145 	0.532 
0.145 	0.536 
0.145 	0.539 
0.146 	0.542 
0.146 	0.545 
0.146 	0.548 
0.146 	0.551 
0.146 	0.554 
0.147 	0.557 
0.147 	0.560 
0.147 	0.563 
0.147 	0.566 
0.147 	0.569 
0.148 	0.572 
0.148 	0.575 
0.148 	0.578 
0.148 	0.581 
0.148 	0.584 
0.149 	0.587 
0.149 	0.590 
0.149 	0.593 
0.149 	0.595 
0.149 	0.598 
0.149 	0.601 
0.150 	0.604 
0.150 	0.607 
0.150 	0.609 
0.150 	0.612 
0.150 	0.615 
0.151 	0.617 
0.151 	0.620 
0.151 	0.623 
0.151 	0.626 
0.151 	0.628 
0.151 	0.631 
0.152 	0.633 
0.152 	0.636 
0.152 	0.639 
0.152 	0.641 
0.152 	0.644 
0.152 	0.646 
0.153 	0.649 
0.153 	0.651 
0.153 	0.654 
0.153 	0.656 
0.153 	0.659 
0.153 	0.661 
0.153 	0.663 
0.154 	0.666 
0.154 	0.668 
0.154 	0.671 
0.154 	0.673 
0.154 	0.675 
0.154 	0.678 
0.155 	0.680 
0.155 	0.682 
0.155 	0.685 
0.155 	0.687 
0.155 	0.689 
0.155 	0.692 
0.155 	0.694 
0.156 	0.696 
0.156 	0.698 
0.156 	0.700 
0.156 	0.703 
0.156 	0.705 
0.156 	0.707 
0.156 	0.709 
0.157 	0.711 
0.157 	0.713 
0.157 	0.715 
0.157 	0.718 
0.157 	0.720 
0.157 	0.722 
0.157 	0.724 
0.158 	0.726 
0.158 	0.728 
0.158 	0.730 
0.158 	0.732 
0.158 	0.734 
0.158 	0.736 
0.158 	0.738 
0.158 	0.740 
0.159 	0.742 
0.159 	0.744 
0.159 	0.746 
0.159 	0.748 
0.159 	0.749 
0.159 	0.751 
0.159 	0.753 
0.159 	0.755 
0.160 	0.757 
0.160 	0.759 
0.160 	0.761 
0.160 	0.762 
0.160 	0.764 
0.160 	0.766 
0.160 	0.768 
0.160 	0.770 
0.161 	0.771 
0.161 	0.773 
0.161 	0.775 
0.161 	0.777 
0.161 	0.778 
0.161 	0.780 
0.161 	0.782 
