0.021 	0.004 
0.039 	0.008 
0.050 	0.012 
0.057 	0.016 
0.063 	0.020 
0.067 	0.024 
0.071 	0.028 
0.075 	0.032 
0.078 	0.036 
0.081 	0.039 
0.083 	0.043 
0.085 	0.047 
0.088 	0.051 
0.089 	0.055 
0.091 	0.059 
0.093 	0.062 
0.094 	0.066 
0.096 	0.070 
0.097 	0.074 
0.099 	0.078 
0.100 	0.081 
0.101 	0.085 
0.102 	0.089 
0.103 	0.093 
0.104 	0.096 
0.105 	0.100 
0.106 	0.104 
0.107 	0.107 
0.108 	0.111 
0.109 	0.115 
0.110 	0.118 
0.111 	0.122 
0.112 	0.126 
0.112 	0.129 
0.113 	0.133 
0.114 	0.136 
0.115 	0.140 
0.115 	0.144 
0.116 	0.147 
0.117 	0.151 
0.117 	0.154 
0.118 	0.158 
0.119 	0.161 
0.119 	0.165 
0.120 	0.168 
0.120 	0.172 
0.121 	0.175 
0.121 	0.179 
0.122 	0.182 
0.122 	0.185 
0.123 	0.189 
0.123 	0.192 
0.124 	0.196 
0.124 	0.199 
0.125 	0.203 
0.125 	0.206 
0.126 	0.209 
0.126 	0.213 
0.127 	0.216 
0.127 	0.219 
0.128 	0.223 
0.128 	0.226 
0.128 	0.229 
0.129 	0.232 
0.129 	0.236 
0.130 	0.239 
0.130 	0.242 
0.130 	0.245 
0.131 	0.249 
0.131 	0.252 
0.131 	0.255 
0.132 	0.258 
0.132 	0.262 
0.133 	0.265 
0.133 	0.268 
0.133 	0.271 
0.134 	0.274 
0.134 	0.277 
0.134 	0.280 
0.135 	0.284 
0.135 	0.287 
0.135 	0.290 
0.136 	0.293 
0.136 	0.296 
0.136 	0.299 
0.136 	0.302 
0.137 	0.305 
0.137 	0.308 
0.137 	0.311 
0.138 	0.314 
0.138 	0.317 
0.138 	0.320 
0.138 	0.323 
0.139 	0.326 
0.139 	0.329 
0.139 	0.332 
0.140 	0.335 
0.140 	0.338 
0.140 	0.341 
0.140 	0.344 
0.141 	0.347 
0.141 	0.350 
0.141 	0.353 
0.141 	0.355 
0.142 	0.358 
0.142 	0.361 
0.142 	0.364 
0.142 	0.367 
0.143 	0.370 
0.143 	0.373 
0.143 	0.375 
0.143 	0.378 
0.144 	0.381 
0.144 	0.384 
0.144 	0.387 
0.144 	0.389 
0.144 	0.392 
0.145 	0.395 
0.145 	0.398 
0.145 	0.400 
0.145 	0.403 
0.146 	0.406 
0.146 	0.408 
0.146 	0.411 
0.146 	0.414 
0.146 	0.416 
0.147 	0.419 
